orgao_orcamentario,ano,dotacoes,valores
Ministério do Planejamento e Orçamento,2019,dotacao_atual,0
Ministério do Planejamento e Orçamento,2019,empenhado,0
Ministério do Planejamento e Orçamento,2019,liquidado,0
Ministério do Planejamento e Orçamento,2019,pago,0
Ministério do Planejamento e Orçamento,2023,projeto_de_lei,0
Ministério do Planejamento e Orçamento,2023,dotacao_inicial,0
Ministério do Planejamento e Orçamento,2023,dotacao_atual,3.34
Ministério do Planejamento e Orçamento,2023,empenhado,1.07
Ministério do Planejamento e Orçamento,2023,liquidado,0.6699999999999999
Ministério do Planejamento e Orçamento,2023,pago,0.52
Ministério do Trabalho e Emprego,2018,projeto_de_lei,90.3
Ministério do Trabalho e Emprego,2018,dotacao_inicial,90.52000000000001
Ministério do Trabalho e Emprego,2018,dotacao_atual,83.99
Ministério do Trabalho e Emprego,2018,empenhado,80.84
Ministério do Trabalho e Emprego,2018,liquidado,79.27000000000001
Ministério do Trabalho e Emprego,2018,pago,78.47
Ministério do Trabalho e Emprego,2019,projeto_de_lei,0
Ministério do Trabalho e Emprego,2019,dotacao_inicial,89.75999999999999
Ministério do Trabalho e Emprego,2019,dotacao_atual,0
Ministério do Trabalho e Emprego,2019,empenhado,0
Ministério do Trabalho e Emprego,2019,liquidado,0
Ministério do Trabalho e Emprego,2019,pago,0
Ministério do Trabalho e Emprego,2022,projeto_de_lei,870.6
Ministério do Trabalho e Emprego,2022,dotacao_inicial,888.52
Ministério do Trabalho e Emprego,2022,dotacao_atual,922.25
Ministério do Trabalho e Emprego,2022,empenhado,919.11
Ministério do Trabalho e Emprego,2022,liquidado,911.0600000000001
Ministério do Trabalho e Emprego,2022,pago,862.1899999999999
Ministério do Trabalho e Emprego,2023,projeto_de_lei,973.4
Ministério do Trabalho e Emprego,2023,dotacao_inicial,979.5
Ministério do Trabalho e Emprego,2023,dotacao_atual,96.36
Ministério do Trabalho e Emprego,2023,empenhado,23.18
Ministério do Trabalho e Emprego,2023,liquidado,22.130000000000003
Ministério do Trabalho e Emprego,2023,pago,22.09
Ministério do Turismo,2018,projeto_de_lei,0.59
Ministério do Turismo,2018,dotacao_inicial,1.1
Ministério do Turismo,2018,dotacao_atual,1.24
Ministério do Turismo,2018,empenhado,1.22
Ministério do Turismo,2018,liquidado,0.24
Ministério do Turismo,2018,pago,0.22999999999999998
Ministério do Turismo,2019,projeto_de_lei,0.56
Ministério do Turismo,2019,dotacao_inicial,0.91
Ministério do Turismo,2019,dotacao_atual,0.93
Ministério do Turismo,2019,empenhado,0.9
Ministério do Turismo,2019,liquidado,0.18
Ministério do Turismo,2019,pago,0.16999999999999998
Ministério do Turismo,2020,projeto_de_lei,0.21
Ministério do Turismo,2020,dotacao_inicial,0.99
Ministério do Turismo,2020,dotacao_atual,2.09
Ministério do Turismo,2020,empenhado,1.99
Ministério do Turismo,2020,liquidado,0.64
Ministério do Turismo,2020,pago,0.5800000000000001
Ministério do Turismo,2021,projeto_de_lei,1.33
Ministério do Turismo,2021,dotacao_inicial,1.55
Ministério do Turismo,2021,dotacao_atual,2.17
Ministério do Turismo,2021,empenhado,1.77
Ministério do Turismo,2021,liquidado,0.98
Ministério do Turismo,2021,pago,0.94
Ministério do Turismo,2022,projeto_de_lei,2.31
Ministério do Turismo,2022,dotacao_inicial,2.46
Ministério do Turismo,2022,dotacao_atual,2.74
Ministério do Turismo,2022,empenhado,1.94
Ministério do Turismo,2022,liquidado,1.08
Ministério do Turismo,2022,pago,0.94
Ministério do Turismo,2023,projeto_de_lei,2.28
Ministério do Turismo,2023,dotacao_inicial,7.29
Ministério do Turismo,2023,dotacao_atual,0.59
Ministério do Turismo,2023,empenhado,0.01
Ministério do Turismo,2023,liquidado,0
Ministério do Turismo,2023,pago,0
Ministério dos Direitos Humanos e da Cidadania,2023,projeto_de_lei,0.32
Ministério dos Direitos Humanos e da Cidadania,2023,dotacao_inicial,0.78
Ministério dos Direitos Humanos e da Cidadania,2023,dotacao_atual,0.55
Ministério dos Direitos Humanos e da Cidadania,2023,empenhado,0.09
Ministério dos Direitos Humanos e da Cidadania,2023,liquidado,0.02
Ministério dos Direitos Humanos e da Cidadania,2023,pago,0.02
Ministério dos Povos Indígenas,2023,projeto_de_lei,0
Ministério dos Povos Indígenas,2023,dotacao_inicial,0
Ministério dos Povos Indígenas,2023,dotacao_atual,0.65
Ministério dos Povos Indígenas,2023,empenhado,0.42000000000000004
Ministério dos Povos Indígenas,2023,liquidado,0.11
Ministério dos Povos Indígenas,2023,pago,0.07
Ministério dos Transportes,2018,projeto_de_lei,18.6
Ministério dos Transportes,2018,dotacao_inicial,20.560000000000002
Ministério dos Transportes,2018,dotacao_atual,18.31
Ministério dos Transportes,2018,empenhado,14.899999999999999
Ministério dos Transportes,2018,liquidado,11.48
Ministério dos Transportes,2018,pago,11.15
Ministério dos Transportes,2019,projeto_de_lei,19.14
Ministério dos Transportes,2019,dotacao_inicial,18.37
Ministério dos Transportes,2019,dotacao_atual,19.58
Ministério dos Transportes,2019,empenhado,14.98
Ministério dos Transportes,2019,liquidado,11.13
Ministério dos Transportes,2019,pago,10.84
Ministério dos Transportes,2020,projeto_de_lei,16.98
Ministério dos Transportes,2020,dotacao_inicial,18.56
Ministério dos Transportes,2020,dotacao_atual,20.78
Ministério dos Transportes,2020,empenhado,13.45
Ministério dos Transportes,2020,liquidado,9.790000000000001
Ministério dos Transportes,2020,pago,9.49
Ministério dos Transportes,2021,projeto_de_lei,15.02
Ministério dos Transportes,2021,dotacao_inicial,13.88
Ministério dos Transportes,2021,dotacao_atual,17.080000000000002
Ministério dos Transportes,2021,empenhado,12.000000000000002
Ministério dos Transportes,2021,liquidado,8.440000000000001
Ministério dos Transportes,2021,pago,8.17
Ministério dos Transportes,2022,projeto_de_lei,15.01
Ministério dos Transportes,2022,dotacao_inicial,16.2
Ministério dos Transportes,2022,dotacao_atual,18.72
Ministério dos Transportes,2022,empenhado,14.19
Ministério dos Transportes,2022,liquidado,9.07
Ministério dos Transportes,2022,pago,8.79
Ministério dos Transportes,2023,projeto_de_lei,17.27
Ministério dos Transportes,2023,dotacao_inicial,29.39
Ministério dos Transportes,2023,dotacao_atual,24.47
Ministério dos Transportes,2023,empenhado,7.4399999999999995
Ministério dos Transportes,2023,liquidado,0.87
Ministério dos Transportes,2023,pago,0.81
Ministério Público da União,2018,projeto_de_lei,6.72
Ministério Público da União,2018,dotacao_inicial,6.72
Ministério Público da União,2018,dotacao_atual,6.7299999999999995
Ministério Público da União,2018,empenhado,6.569999999999999
Ministério Público da União,2018,liquidado,6.47
Ministério Público da União,2018,pago,6.46
Ministério Público da União,2019,projeto_de_lei,7.05
Ministério Público da União,2019,dotacao_inicial,7.05
Ministério Público da União,2019,dotacao_atual,7.18
Ministério Público da União,2019,empenhado,7.02
Ministério Público da União,2019,liquidado,6.92
Ministério Público da União,2019,pago,6.91
Ministério Público da União,2020,projeto_de_lei,7.05
Ministério Público da União,2020,dotacao_inicial,7.05
Ministério Público da União,2020,dotacao_atual,7.45
Ministério Público da União,2020,empenhado,7.43
Ministério Público da União,2020,liquidado,7.34
Ministério Público da União,2020,pago,7.33
Ministério Público da União,2021,projeto_de_lei,7.5200000000000005
Ministério Público da União,2021,dotacao_inicial,7.5200000000000005
Ministério Público da União,2021,dotacao_atual,7.529999999999999
Ministério Público da União,2021,empenhado,7.5
Ministério Público da União,2021,liquidado,7.3999999999999995
Ministério Público da União,2021,pago,7.3999999999999995
Ministério Público da União,2022,projeto_de_lei,8.02
Ministério Público da União,2022,dotacao_inicial,8
Ministério Público da União,2022,dotacao_atual,8.01
Ministério Público da União,2022,empenhado,7.94
Ministério Público da União,2022,liquidado,7.86
Ministério Público da União,2022,pago,7.85
Ministério Público da União,2023,projeto_de_lei,8.87
Ministério Público da União,2023,dotacao_inicial,8.89
Ministério Público da União,2023,dotacao_atual,8.89
Ministério Público da União,2023,empenhado,5.1899999999999995
Ministério Público da União,2023,liquidado,1.89
Ministério Público da União,2023,pago,1.88
Operações Oficiais de Crédito,2023,projeto_de_lei,66.91
Operações Oficiais de Crédito,2023,dotacao_inicial,66.91
Operações Oficiais de Crédito,2023,dotacao_atual,66.91
Operações Oficiais de Crédito,2023,empenhado,42.620000000000005
Operações Oficiais de Crédito,2023,liquidado,4.75
Operações Oficiais de Crédito,2023,pago,4.75
Presidência da República,2018,projeto_de_lei,6.37
Presidência da República,2018,dotacao_inicial,6.71
Presidência da República,2018,dotacao_atual,8.25
Presidência da República,2018,empenhado,7.470000000000001
Presidência da República,2018,liquidado,5.1899999999999995
Presidência da República,2018,pago,4.94
Presidência da República,2019,projeto_de_lei,2.42
Presidência da República,2019,dotacao_inicial,7.18
Presidência da República,2019,dotacao_atual,2.4
Presidência da República,2019,empenhado,2.19
Presidência da República,2019,liquidado,1.8599999999999999
Presidência da República,2019,pago,1.75
Presidência da República,2020,projeto_de_lei,2.33
Presidência da República,2020,dotacao_inicial,2.03
Presidência da República,2020,dotacao_atual,2.37
Presidência da República,2020,empenhado,2.13
Presidência da República,2020,liquidado,1.84
Presidência da República,2020,pago,1.76
Presidência da República,2021,projeto_de_lei,0.8200000000000001
Presidência da República,2021,dotacao_inicial,0.8200000000000001
Presidência da República,2021,dotacao_atual,1.3599999999999999
Presidência da República,2021,empenhado,1.29
Presidência da República,2021,liquidado,1.18
Presidência da República,2021,pago,1.12
Presidência da República,2022,projeto_de_lei,1.46
Presidência da República,2022,dotacao_inicial,1.44
Presidência da República,2022,dotacao_atual,1.4
Presidência da República,2022,empenhado,1.3900000000000001
Presidência da República,2022,liquidado,1.3
Presidência da República,2022,pago,1.24
Presidência da República,2023,projeto_de_lei,1.55
Presidência da República,2023,dotacao_inicial,1.57
Presidência da República,2023,dotacao_atual,2.3
Presidência da República,2023,empenhado,1.46
Presidência da República,2023,liquidado,0.34
Presidência da República,2023,pago,0.28
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2019,projeto_de_lei,258.19
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2019,dotacao_inicial,248.91
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2019,dotacao_atual,0
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2019,empenhado,0
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2019,liquidado,0
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2019,pago,0
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2020,projeto_de_lei,361.53
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2020,dotacao_inicial,343.63
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2020,dotacao_atual,0
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2020,empenhado,0
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2020,liquidado,0
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2020,pago,0
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2021,projeto_de_lei,453.71
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2021,dotacao_inicial,434.76
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2021,dotacao_atual,0
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2021,empenhado,0
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2021,liquidado,0
Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,2021,pago,0
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2018,projeto_de_lei,1.14
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2018,dotacao_inicial,1.14
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2018,dotacao_atual,1.14
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2018,empenhado,1.1
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2018,liquidado,1.1
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2018,pago,1.1
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2019,projeto_de_lei,1.41
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2019,dotacao_inicial,1.41
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2019,dotacao_atual,1.41
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2019,empenhado,1.41
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2019,liquidado,1.41
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2019,pago,1.41
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2020,projeto_de_lei,1.63
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2020,dotacao_inicial,1.63
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2020,dotacao_atual,1.63
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2020,empenhado,1.63
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2020,liquidado,1.44
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2020,pago,1.44
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2021,projeto_de_lei,1.78
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2021,dotacao_inicial,1.78
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2021,dotacao_atual,3.67
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2021,empenhado,0.8
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2021,liquidado,0.8
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2021,pago,0.8
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2022,projeto_de_lei,4.23
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2022,dotacao_inicial,4.53
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2022,dotacao_atual,4.53
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2022,empenhado,2.78
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2022,liquidado,2.78
"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",2022,pago,2.78
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2018,projeto_de_lei,0.19
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2018,dotacao_inicial,0.19
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2018,dotacao_atual,0.19
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2018,empenhado,0.19
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2018,liquidado,0.19
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2018,pago,0.19
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2019,projeto_de_lei,0.3
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2019,dotacao_inicial,0.3
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2019,dotacao_atual,0.3
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2019,empenhado,0.3
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2019,liquidado,0.3
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2019,pago,0.3
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2020,projeto_de_lei,0.41
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2020,dotacao_inicial,0.41
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2020,dotacao_atual,0.41
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2020,empenhado,0.41
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2020,liquidado,0.41
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2020,pago,0.41
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2021,projeto_de_lei,0.37
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2021,dotacao_inicial,0.37
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2021,dotacao_atual,0.43
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2021,empenhado,0.37
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2021,liquidado,0.37
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2021,pago,0.37
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2022,projeto_de_lei,0.46
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2022,dotacao_inicial,0.46
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2022,dotacao_atual,0.46
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2022,empenhado,0.28
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2022,liquidado,0.28
Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,2022,pago,0.28
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2021,projeto_de_lei,4.64
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2021,dotacao_inicial,4.75
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2021,dotacao_atual,9.95
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2021,empenhado,9.95
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2021,liquidado,8.74
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2021,pago,8.74
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2022,projeto_de_lei,7.56
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2022,dotacao_inicial,7.56
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2022,dotacao_atual,9.21
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2022,empenhado,6.44
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2022,liquidado,5.35
Recursos sob Supervisão da Agência Nacional de ​​Mineração,2022,pago,5.35
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2021,projeto_de_lei,2.63
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2021,dotacao_inicial,2.63
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2021,dotacao_atual,2.63
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2021,empenhado,2.29
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2021,liquidado,2.25
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2021,pago,2.25
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2022,projeto_de_lei,2.69
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2022,dotacao_inicial,2.69
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2022,dotacao_atual,2.69
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2022,empenhado,2.59
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2022,liquidado,2.54
Recursos sob Supervisão da Agência Nacional de Energia Elétrica,2022,pago,2.54
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2018,projeto_de_lei,0.01
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2018,dotacao_inicial,0.01
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2018,dotacao_atual,0.01
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2018,empenhado,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2018,liquidado,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2018,pago,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2019,projeto_de_lei,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2019,dotacao_inicial,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2019,dotacao_atual,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2019,empenhado,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2019,liquidado,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2019,pago,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2020,projeto_de_lei,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2020,dotacao_inicial,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2020,dotacao_atual,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2020,empenhado,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2020,liquidado,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2020,pago,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2021,projeto_de_lei,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2021,dotacao_inicial,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2021,dotacao_atual,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2021,empenhado,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2021,liquidado,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2021,pago,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2022,projeto_de_lei,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2022,dotacao_inicial,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2022,dotacao_atual,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2022,empenhado,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2022,liquidado,0
Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,2022,pago,0
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2021,projeto_de_lei,30.82
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2021,dotacao_inicial,30.82
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2021,dotacao_atual,48.39
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2021,empenhado,48.39
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2021,liquidado,39.57
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2021,pago,39.57
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2022,projeto_de_lei,43.19
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2022,dotacao_inicial,48.52
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2022,dotacao_atual,80.13
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2022,empenhado,75.29
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2022,liquidado,68.31
"Recursos sob Supervisão da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",2022,pago,68.31
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2018,projeto_de_lei,0.23
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2018,dotacao_inicial,0.23
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2018,dotacao_atual,0.23
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2018,empenhado,0.23
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2018,liquidado,0.19
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2018,pago,0.19
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2019,projeto_de_lei,0.26
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2019,dotacao_inicial,0.26
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2019,dotacao_atual,0.29
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2019,empenhado,0.29
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2019,liquidado,0.22
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2019,pago,0.22
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2020,projeto_de_lei,0.23
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2020,dotacao_inicial,0.23
Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,2020,dotacao_atual,0.23
